Client_ID,Age,Annual_Income,Years_Employed,Home_Ownership,Loan_Amount,Loan_Purpose,Interest_Rate,Credit_History_Length_Years,Previous_Defaults,Monthly_Income,Estimated_Monthly_Payment,DTI_Ratio,Default_On_File
CL_00210,47,33600.0,2,RENT,7745,DEBT_CONSOLIDATION,13.13,8,1,2800.0,365.07993749999997,0.1303856919642857,0
CL_00211,29,32200.0,1,OWN,32443,DEBT_CONSOLIDATION,12.84,26,0,2683.3333333333335,1525.3617166666666,0.5684577826086956,1
CL_00212,57,25500.0,15,MORTGAGE,16016,MEDICAL,19.75,26,1,2125.0,799.1316666666667,0.3760619607843137,0
CL_00213,53,3900.0,3,OWN,14219,PERSONAL,16.46,28,0,325.0,689.976975,2.123006076923077,1
CL_00214,71,104100.0,1,MORTGAGE,30012,DEBT_CONSOLIDATION,6.7,14,0,8675.0,1334.2835,0.1538078962536023,1
CL_00215,62,36300.0,11,OWN,23081,DEBT_CONSOLIDATION,9.4,12,0,3025.0,1052.1089166666668,0.34780460055096424,0
CL_00216,64,32600.0,16,MORTGAGE,1301,DEBT_CONSOLIDATION,10.18,11,0,2716.6666666666665,59.72674166666666,0.021985303680981595,0
CL_00217,44,44100.0,19,OWN,19549,DEBT_CONSOLIDATION,9.73,13,0,3675.0,893.7965708333332,0.24320995124716552,0
CL_00218,35,34600.0,9,RENT,13438,VENTURE,16.79,10,0,2883.3333333333335,653.9266749999999,0.22679537861271673,1
CL_00219,74,28100.0,19,MORTGAGE,6286,DEBT_CONSOLIDATION,10.41,20,0,2341.6666666666665,289.1821916666667,0.12349417437722422,0
CL_00220,52,19900.0,7,MORTGAGE,22251,MEDICAL,12.39,29,0,1658.3333333333333,1041.9957874999998,0.6283391683417084,0
CL_00221,52,12100.0,17,MORTGAGE,31466,VENTURE,13.0,8,0,1008.3333333333334,1481.5241666666664,1.4692801652892558,0
CL_00222,44,16100.0,17,MORTGAGE,7580,VENTURE,9.06,10,0,1341.6666666666667,344.44783333333334,0.2567313043478261,0
CL_00223,61,18600.0,17,MORTGAGE,18015,MEDICAL,9.84,21,0,1550.0,824.4865,0.5319267741935484,0
CL_00224,72,53700.0,1,RENT,13383,PERSONAL,16.7,6,0,4475.0,650.748375,0.1454186312849162,0
CL_00225,69,56100.0,11,MORTGAGE,29963,DEBT_CONSOLIDATION,18.0,1,1,4675.0,1473.180833333333,0.31511889483065947,1
CL_00226,69,21400.0,9,MORTGAGE,16536,EDUCATION,5.56,9,1,1783.3333333333333,727.3084,0.40783648598130845,1
CL_00227,72,7300.0,7,RENT,16156,PERSONAL,14.08,4,0,608.3333333333334,767.9485333333333,1.2623811506849314,1
CL_00228,32,36500.0,18,MORTGAGE,5400,DEBT_CONSOLIDATION,14.5,1,0,3041.6666666666665,257.625,0.08469863013698631,0
CL_00229,59,28200.0,9,RENT,26344,EDUCATION,16.06,23,0,2350.0,1273.9519333333335,0.5421072056737589,0
CL_00230,22,27800.0,10,RENT,33573,VENTURE,15.41,10,0,2316.6666666666665,1614.4416375,0.6968812823741007,1
CL_00231,23,64400.0,13,MORTGAGE,25780,VENTURE,18.16,20,0,5366.666666666667,1269.2353333333333,0.23650347826086954,0
CL_00232,69,39500.0,14,OWN,1661,VENTURE,6.18,21,0,3291.6666666666665,73.48540833333334,0.02232468101265823,0
CL_00233,57,20200.0,9,MORTGAGE,1678,DEBT_CONSOLIDATION,10.83,27,0,1683.3333333333333,77.48864166666668,0.046032856435643574,0
CL_00234,69,17600.0,3,OWN,7363,MEDICAL,16.73,7,0,1466.6666666666667,358.11791250000005,0.24417130397727274,0
CL_00235,37,31000.0,6,MORTGAGE,34067,VENTURE,17.7,23,1,2583.3333333333335,1670.7024583333334,0.6467235322580646,1
CL_00236,69,21100.0,10,MORTGAGE,17641,VENTURE,8.97,25,0,1758.3333333333333,800.9749041666668,0.4555307511848342,1
CL_00237,22,34800.0,2,RENT,20146,VENTURE,13.78,25,0,2900.0,955.0882833333334,0.32934078735632183,0
CL_00238,22,67200.0,4,OWN,34007,DEBT_CONSOLIDATION,7.71,7,0,5600.0,1526.205820833333,0.27253675372023806,0
CL_00239,48,15900.0,1,MORTGAGE,24707,EDUCATION,17.76,28,0,1325.0,1212.2901333333332,0.9149359496855345,1
CL_00240,74,38300.0,11,MORTGAGE,28088,PERSONAL,15.96,26,0,3191.6666666666665,1357.1185333333333,0.42520685117493473,0
CL_00241,43,62900.0,4,RENT,31989,VENTURE,8.33,25,0,5241.666666666667,1443.9034874999998,0.27546648410174873,0
CL_00242,57,34500.0,6,OWN,6647,PERSONAL,14.36,5,0,2875.0,316.72954999999996,0.11016679999999998,0
CL_00243,52,56000.0,3,MORTGAGE,15064,MEDICAL,12.64,2,0,4666.666666666667,707.0037333333333,0.1515008,0
CL_00244,53,30600.0,10,OWN,32195,MEDICAL,8.88,9,0,2550.0,1460.5798333333332,0.5727764052287582,0
CL_00245,21,40200.0,8,RENT,29979,MEDICAL,18.4,6,0,3350.0,1478.964,0.4414817910447761,0
CL_00246,39,47300.0,3,RENT,24992,VENTURE,7.22,22,0,3941.6666666666665,1116.5176,0.2832602790697674,0
CL_00247,22,25800.0,8,RENT,34288,PERSONAL,12.01,9,0,2150.0,1600.2495333333336,0.7443021085271319,1
CL_00248,73,119900.0,11,MORTGAGE,6642,EDUCATION,13.74,15,0,9991.666666666666,314.77545,0.03150379816513761,0
CL_00249,64,51400.0,15,OWN,4884,DEBT_CONSOLIDATION,17.35,13,0,4283.333333333333,238.80724999999998,0.055752665369649804,0
CL_00250,46,79400.0,0,RENT,32649,PERSONAL,7.25,15,0,6616.666666666667,1459.0021875,0.22050410894206549,1
CL_00251,52,69100.0,7,RENT,14481,DEBT_CONSOLIDATION,14.14,1,0,5758.333333333333,688.6922249999999,0.11959922865412445,0
CL_00252,26,44200.0,0,RENT,31532,PERSONAL,5.1,15,0,3683.3333333333335,1380.8388333333332,0.3748883710407239,0
CL_00253,52,83400.0,19,MORTGAGE,34418,VENTURE,17.34,18,0,6950.0,1682.7533833333334,0.24212278896882494,0
CL_00254,24,40600.0,18,RENT,12036,EDUCATION,8.52,11,0,3383.3333333333335,544.2278,0.16085550738916254,0
CL_00255,31,23400.0,3,OWN,3158,VENTURE,15.81,3,0,1950.0,152.38665833333334,0.07814700427350428,0
CL_00256,37,36600.0,13,RENT,20035,MEDICAL,14.03,1,0,3050.0,951.9129374999999,0.31210260245901633,0
CL_00257,58,19900.0,13,MORTGAGE,10220,EDUCATION,5.75,4,0,1658.3333333333333,450.3187500000001,0.27154899497487445,0
CL_00258,44,10300.0,8,MORTGAGE,10747,PERSONAL,7.75,2,0,858.3333333333334,482.4955208333333,0.5621307038834951,0
CL_00259,25,21800.0,8,RENT,25513,VENTURE,9.02,16,0,1816.6666666666667,1158.928025,0.6379420321100917,1
CL_00260,72,37900.0,16,MORTGAGE,17502,DEBT_CONSOLIDATION,18.3,19,0,3158.3333333333335,862.70275,0.27315126649076515,0
CL_00261,54,68700.0,14,MORTGAGE,6518,VENTURE,12.21,16,0,5725.0,304.74365833333337,0.05323033333333334,0
CL_00262,26,21700.0,9,MORTGAGE,7277,VENTURE,18.7,12,0,1808.3333333333333,359.9082916666667,0.1990276267281106,1
CL_00263,42,66600.0,16,MORTGAGE,11341,PERSONAL,5.71,8,1,5550.0,499.5237958333333,0.09000428753753753,1
CL_00264,31,17600.0,8,RENT,24613,PERSONAL,5.1,27,0,1466.6666666666667,1077.8442916666665,0.7348938352272726,1
CL_00265,68,20900.0,3,OWN,1959,MEDICAL,19.22,4,0,1741.6666666666667,97.313325,0.05587367942583732,0
CL_00266,36,86600.0,13,MORTGAGE,6936,EDUCATION,15.86,16,0,7216.666666666667,334.8354,0.04639751501154734,0
CL_00267,53,37400.0,2,MORTGAGE,29678,VENTURE,16.75,9,1,3116.6666666666665,1443.7110416666667,0.4632227941176471,1
CL_00268,29,32700.0,11,MORTGAGE,14155,DEBT_CONSOLIDATION,18.74,22,0,2725.0,700.318625,0.2569976605504587,0
CL_00269,26,41800.0,0,RENT,24042,PERSONAL,19.77,15,0,3483.3333333333335,1199.795975,0.34443903588516744,0
CL_00270,36,17600.0,0,RENT,19763,PERSONAL,6.47,12,0,1466.6666666666667,876.7360874999999,0.5977746051136363,1
CL_00271,49,29800.0,12,OWN,12642,MEDICAL,7.37,17,0,2483.3333333333335,565.5714750000001,0.22774690268456377,0
CL_00272,23,36400.0,13,OWN,20923,EDUCATION,7.83,22,0,3033.3333333333335,940.0529541666666,0.30990756730769226,1
CL_00273,40,76000.0,15,MORTGAGE,17296,MEDICAL,17.28,23,0,6333.333333333333,845.1978666666668,0.13345229473684211,0
CL_00274,56,13300.0,6,RENT,19719,PERSONAL,10.33,28,0,1108.3333333333333,906.4988625,0.8178937105263159,0
CL_00275,39,104600.0,9,MORTGAGE,10227,DEBT_CONSOLIDATION,13.9,15,0,8716.666666666666,485.356375,0.05568141969407266,0
CL_00276,46,33700.0,14,MORTGAGE,4044,MEDICAL,17.83,4,0,2808.3333333333335,198.54354999999998,0.07069799999999998,0
CL_00277,23,18700.0,7,OWN,10650,VENTURE,15.25,8,0,1558.3333333333333,511.421875,0.3281851604278075,0
CL_00278,39,16700.0,10,RENT,11412,PERSONAL,5.98,28,0,1391.6666666666667,503.9349,0.3621089101796407,0
CL_00279,40,42800.0,13,RENT,32040,PERSONAL,11.69,26,0,3566.6666666666665,1491.0615,0.4180546261682243,0
CL_00280,52,16200.0,12,RENT,21411,MEDICAL,6.01,3,0,1350.0,945.7417125000001,0.7005494166666667,1
CL_00281,27,25900.0,12,RENT,20500,DEBT_CONSOLIDATION,12.18,7,0,2158.3333333333335,958.2041666666665,0.44395559845559834,1
CL_00282,72,31300.0,8,OWN,15546,MEDICAL,8.29,7,0,2608.3333333333335,701.448475,0.26892593290734823,0
CL_00283,61,72100.0,16,MORTGAGE,28530,DEBT_CONSOLIDATION,5.02,15,0,6008.333333333333,1248.42525,0.20778228848821084,0
CL_00284,53,66900.0,17,OWN,14024,PERSONAL,17.2,20,0,5575.0,684.8386666666667,0.12284101644245142,0
CL_00285,60,24700.0,18,RENT,30088,MEDICAL,19.54,17,0,2058.3333333333335,1498.6331333333335,0.7280808744939271,1
CL_00286,59,32000.0,12,MORTGAGE,23828,EDUCATION,19.46,28,0,2666.6666666666665,1186.0386999999998,0.4447645125,0
CL_00287,38,13900.0,11,MORTGAGE,24777,MEDICAL,9.49,10,1,1158.3333333333333,1130.3473875,0.9758394712230216,1
CL_00288,60,10700.0,19,RENT,9412,MEDICAL,17.43,16,0,891.6666666666666,460.52131666666673,0.5164725046728973,0
CL_00289,21,17400.0,19,MORTGAGE,34203,EDUCATION,15.18,16,0,1450.0,1641.4589749999998,1.132040672413793,1
CL_00290,31,71200.0,7,MORTGAGE,24261,EDUCATION,17.0,26,0,5933.333333333333,1182.7237499999999,0.19933546348314607,0
CL_00291,48,58000.0,10,OWN,1042,VENTURE,17.69,22,0,4833.333333333333,51.097075,0.010571808620689654,0
CL_00292,45,45700.0,6,RENT,18349,EDUCATION,19.7,15,1,3808.3333333333335,915.156375,0.24030364332603937,0
CL_00293,70,15100.0,0,OWN,29682,DEBT_CONSOLIDATION,7.28,26,0,1258.3333333333333,1326.7854,1.0543989933774836,1
CL_00294,43,23700.0,9,OWN,1215,VENTURE,16.55,28,1,1975.0,59.0034375,0.0298751582278481,0
CL_00295,51,21700.0,14,MORTGAGE,12427,DEBT_CONSOLIDATION,16.01,28,0,1808.3333333333333,600.6901124999999,0.3321788640552995,0
CL_00296,50,32900.0,3,MORTGAGE,21704,VENTURE,9.32,12,1,2741.6666666666665,988.6172,0.3605898601823708,1
CL_00297,62,31700.0,0,RENT,31432,VENTURE,10.89,7,0,2641.6666666666665,1452.2893666666666,0.5497625362776025,1
CL_00298,55,19900.0,10,MORTGAGE,3705,DEBT_CONSOLIDATION,7.65,3,0,1658.3333333333333,166.1846875,0.10021187185929649,1
CL_00299,27,44800.0,4,MORTGAGE,17062,PERSONAL,18.7,28,0,3733.3333333333335,843.8580833333334,0.22603341517857145,0
CL_00300,36,41700.0,18,MORTGAGE,21495,PERSONAL,18.19,21,0,3475.0,1058.5391875,0.30461559352517986,0
CL_00301,46,23500.0,18,RENT,30704,MEDICAL,14.21,24,0,1958.3333333333333,1461.1266000000003,0.7461072000000002,1
CL_00302,68,43600.0,3,OWN,32233,PERSONAL,12.67,23,1,3633.3333333333335,1513.2050458333333,0.41647845298165137,1
CL_00303,72,71300.0,1,MORTGAGE,28731,MEDICAL,8.49,2,0,5941.666666666667,1298.7609125,0.21858528681626926,0
CL_00304,69,85500.0,6,OWN,9122,PERSONAL,16.84,4,0,7125.0,444.08936666666676,0.0623283321637427,0
CL_00305,22,48700.0,12,MORTGAGE,9249,MEDICAL,5.12,23,0,4058.3333333333335,405.10619999999994,0.09982082956878849,0
CL_00306,21,47900.0,19,MORTGAGE,30656,MEDICAL,11.94,27,0,3991.6666666666665,1429.8469333333333,0.35820799999999997,0
CL_00307,68,31400.0,11,MORTGAGE,5946,EDUCATION,17.91,25,1,2616.6666666666665,292.122025,0.11163899044585988,0
CL_00308,32,67400.0,1,MORTGAGE,31207,MEDICAL,14.28,23,0,5616.666666666667,1485.9733166666667,0.2645649821958457,0
CL_00309,25,19100.0,8,RENT,12881,DEBT_CONSOLIDATION,14.53,8,0,1591.6666666666667,614.6920541666667,0.3861939607329843,1
CL_00310,57,62800.0,15,RENT,5743,DEBT_CONSOLIDATION,6.06,10,0,5233.333333333333,253.79274166666667,0.04849542834394905,0
CL_00311,52,30600.0,7,MORTGAGE,19227,MEDICAL,9.3,12,0,2550.0,875.629625,0.34338416666666666,0
CL_00312,29,88800.0,17,OWN,10160,DEBT_CONSOLIDATION,15.11,12,0,7400.0,487.299,0.06585121621621622,0
CL_00313,61,51700.0,3,MORTGAGE,33068,PERSONAL,5.74,9,0,4308.333333333333,1456.9209666666666,0.3381634738878143,0
CL_00314,55,34900.0,10,RENT,14521,DEBT_CONSOLIDATION,9.96,11,1,2908.3333333333335,665.3038166666666,0.2287577593123209,0
CL_00315,39,31500.0,16,RENT,8292,EDUCATION,10.31,13,0,2625.0,381.12104999999997,0.14518897142857143,1
CL_00316,68,49800.0,7,MORTGAGE,8629,DEBT_CONSOLIDATION,12.48,1,0,4150.0,404.41246666666666,0.09744878714859438,1
CL_00317,36,48400.0,18,MORTGAGE,1289,PERSONAL,10.44,3,1,4033.3333333333335,59.31548333333333,0.014706318181818182,0
CL_00318,23,28600.0,7,OWN,28861,PERSONAL,11.81,22,0,2383.3333333333335,1344.5618375000001,0.5641518199300699,0
CL_00319,40,38400.0,5,MORTGAGE,16791,MEDICAL,13.2,24,0,3200.0,791.9755,0.24749234375,0
CL_00320,44,62200.0,1,RENT,23776,VENTURE,6.93,11,0,5183.333333333333,1059.3198666666665,0.20437039228295817,1
CL_00321,74,16000.0,14,MORTGAGE,33246,PERSONAL,7.71,15,1,1333.3333333333333,1492.0527749999999,1.11903958125,0
CL_00322,53,56100.0,0,MORTGAGE,26308,MEDICAL,17.49,7,0,4675.0,1287.8862166666668,0.27548368270944745,0
CL_00323,44,49600.0,5,MORTGAGE,20960,MEDICAL,11.9,28,0,4133.333333333333,977.2600000000001,0.236433870967742,0
CL_00324,72,74000.0,18,RENT,16450,DEBT_CONSOLIDATION,10.33,16,0,6166.666666666667,756.2202083333333,0.12263030405405403,0
CL_00325,31,23600.0,3,RENT,4782,DEBT_CONSOLIDATION,11.51,6,1,1966.6666666666667,222.183675,0.11297475,1
CL_00326,69,36400.0,12,MORTGAGE,5937,MEDICAL,7.62,20,0,3033.3333333333335,266.22497500000003,0.08776647527472528,0
CL_00327,28,41100.0,14,RENT,11983,EDUCATION,8.6,24,0,3425.0,542.2307500000001,0.1583155474452555,1
CL_00328,56,56600.0,8,RENT,31434,MEDICAL,12.73,10,0,4716.666666666667,1476.481175,0.31303487809187275,0
CL_00329,58,47000.0,2,RENT,11230,DEBT_CONSOLIDATION,10.38,4,0,3916.6666666666665,516.4864166666667,0.13186887234042555,0
CL_00330,60,17300.0,1,OWN,31886,PERSONAL,12.13,6,0,1441.6666666666667,1489.7404916666667,1.0333460057803467,1
CL_00331,40,43200.0,15,RENT,32994,EDUCATION,7.25,12,0,3600.0,1474.4193750000002,0.40956093750000006,0
CL_00332,55,120900.0,17,MORTGAGE,12710,VENTURE,7.35,3,1,10075.0,568.5077083333333,0.0564275641025641,0
CL_00333,68,52400.0,17,MORTGAGE,21442,PERSONAL,10.76,28,0,4366.666666666667,989.5482999999999,0.22661411450381677,0
CL_00334,45,97000.0,5,MORTGAGE,32881,DEBT_CONSOLIDATION,10.68,12,0,8083.333333333333,1516.3621166666665,0.18759118969072164,0
CL_00335,55,67900.0,17,MORTGAGE,19540,PERSONAL,18.25,23,0,5658.333333333333,962.7520833333334,0.17014764359351991,0
CL_00336,45,82200.0,10,MORTGAGE,5437,PERSONAL,5.5,16,0,6850.0,239.00145833333332,0.03489072384428223,0
CL_00337,49,43700.0,6,MORTGAGE,4920,DEBT_CONSOLIDATION,19.89,12,0,3641.6666666666665,245.77450000000002,0.06748956521739131,0
CL_00338,38,49700.0,13,RENT,15713,PERSONAL,19.35,15,0,4141.666666666667,781.3943958333333,0.18866665492957743,0
CL_00339,66,42300.0,17,MORTGAGE,2127,MEDICAL,13.13,22,0,3525.0,100.2614625,0.028442968085106383,0
CL_00340,38,36400.0,6,OWN,10182,EDUCATION,15.78,23,0,3033.3333333333335,491.1966499999999,0.1619329615384615,0
CL_00341,22,56700.0,9,OWN,20870,DEBT_CONSOLIDATION,19.03,21,0,4725.0,1035.0650416666667,0.21906138447971782,0
CL_00342,74,26600.0,7,MORTGAGE,6509,EDUCATION,8.77,21,0,2216.6666666666665,294.99330416666663,0.13307968609022555,0
CL_00343,55,112600.0,13,OWN,6481,MEDICAL,9.73,18,0,9383.333333333334,296.3167208333333,0.03157904662522202,0
CL_00344,36,20800.0,17,OWN,27033,DEBT_CONSOLIDATION,6.66,16,0,1733.3333333333333,1201.3915749999999,0.6931105240384615,1
CL_00345,61,59100.0,4,MORTGAGE,24658,MEDICAL,13.46,6,0,4925.0,1165.70695,0.23669176649746193,0
CL_00346,56,83100.0,13,MORTGAGE,31487,VENTURE,7.39,17,1,6925.0,1408.9120541666668,0.20345300421179305,1
CL_00347,53,32700.0,9,MORTGAGE,20641,VENTURE,18.96,23,0,2725.0,1023.1055666666666,0.37545158409785934,0
CL_00348,24,18600.0,14,OWN,5867,VENTURE,11.47,3,0,1550.0,272.49770416666667,0.17580497043010754,0
CL_00349,53,72600.0,5,MORTGAGE,10063,EDUCATION,18.8,18,0,6050.0,498.1185,0.08233363636363636,0
CL_00350,34,41000.0,8,OWN,17511,VENTURE,8.08,11,0,3416.6666666666665,788.5787,0.23080352195121953,0
CL_00351,41,59200.0,9,RENT,25681,VENTURE,15.41,23,0,4933.333333333333,1234.9350875000002,0.2503246798986487,0
CL_00352,68,34000.0,16,RENT,31111,MEDICAL,14.71,25,0,2833.3333333333335,1486.9761708333333,0.524815119117647,1
CL_00353,40,102700.0,0,RENT,22984,PERSONAL,11.0,17,0,8558.333333333334,1063.01,0.12420759493670885,0
CL_00354,28,10200.0,13,RENT,27937,PERSONAL,18.48,6,0,850.0,1379.1565666666668,1.622537137254902,0
CL_00355,27,45500.0,3,OWN,17238,VENTURE,11.52,24,0,3791.6666666666665,800.9924,0.21125074285714285,0
CL_00356,23,81200.0,1,RENT,9182,PERSONAL,7.98,18,0,6766.666666666667,413.11348333333336,0.06105125369458128,0
CL_00357,37,38700.0,2,MORTGAGE,33736,VENTURE,19.65,5,0,3225.0,1681.8801666666666,0.5215132299741602,0
CL_00358,53,43500.0,6,RENT,10192,VENTURE,11.62,16,0,3625.0,474.01293333333336,0.13076218850574714,0
CL_00359,68,28000.0,13,RENT,12623,EDUCATION,8.12,29,0,2333.3333333333335,568.6661499999999,0.24371406428571424,0
CL_00360,32,36800.0,11,RENT,13671,DEBT_CONSOLIDATION,10.45,29,0,3066.6666666666665,629.1508125,0.20515787364130436,0
CL_00361,71,13300.0,18,OWN,6097,PERSONAL,14.2,28,1,1108.3333333333333,290.1155833333333,0.2617584210526316,1
CL_00362,42,23600.0,17,MORTGAGE,2871,VENTURE,12.68,20,0,1966.6666666666667,134.79345,0.06853904237288136,0
CL_00363,42,22700.0,14,MORTGAGE,18473,PERSONAL,14.53,10,0,1891.6666666666667,881.5469541666666,0.4660160110132158,1
CL_00364,66,54300.0,0,OWN,14173,EDUCATION,14.93,28,0,4525.0,678.7095375,0.14999105801104973,0
CL_00365,50,25800.0,2,OWN,30808,EDUCATION,6.85,16,0,2150.0,1371.5978333333333,0.637952480620155,1
CL_00366,58,26200.0,14,MORTGAGE,17003,VENTURE,9.72,3,0,2183.3333333333335,777.3204833333333,0.35602464885496177,0
CL_00367,58,28900.0,3,RENT,6535,PERSONAL,16.23,10,0,2408.3333333333335,316.4846041666667,0.13141229238754326,0
CL_00368,65,23200.0,14,RENT,28708,PERSONAL,14.76,24,1,1933.3333333333333,1372.7208666666666,0.7100280344827586,1
CL_00369,71,42700.0,9,RENT,33057,PERSONAL,6.33,18,0,3558.3333333333335,1464.5628375,0.4115867459016393,1
CL_00370,74,45600.0,5,RENT,11722,EDUCATION,9.73,16,0,3800.0,535.9396083333332,0.1410367390350877,0
CL_00371,28,59600.0,12,RENT,4315,MEDICAL,18.97,17,0,4966.666666666667,213.8981458333333,0.04306674077181207,0
CL_00372,47,53700.0,6,RENT,2393,MEDICAL,17.93,17,0,4475.0,117.58603749999999,0.0262762094972067,0
CL_00373,47,50600.0,0,OWN,28668,PERSONAL,15.06,10,0,4216.666666666667,1374.3917000000001,0.32594269565217393,1
CL_00374,54,29800.0,10,OWN,11937,PERSONAL,6.09,5,0,2483.3333333333335,527.6651375,0.21248260570469799,0
CL_00375,41,28700.0,13,RENT,18104,DEBT_CONSOLIDATION,14.11,25,0,2391.6666666666665,860.7697666666667,0.35990373519163765,0
CL_00376,50,21500.0,5,OWN,5326,VENTURE,5.18,4,0,1791.6666666666667,233.41195000000002,0.13027643720930232,0
CL_00377,53,21300.0,4,MORTGAGE,4597,EDUCATION,14.92,15,0,1775.0,220.11968333333334,0.12401108920187794,0
CL_00378,48,40800.0,18,RENT,25020,DEBT_CONSOLIDATION,15.97,16,0,3400.0,1208.98725,0.3555844852941176,0
CL_00379,67,23600.0,18,MORTGAGE,29341,PERSONAL,12.46,23,0,1966.6666666666667,1374.8703583333333,0.6990866228813559,0
CL_00380,53,87600.0,12,RENT,4880,MEDICAL,5.06,18,0,7300.0,213.62199999999999,0.029263287671232874,0
CL_00381,25,35500.0,6,RENT,13850,MEDICAL,15.0,19,1,2958.3333333333335,663.6458333333333,0.22433098591549291,0
CL_00382,68,89400.0,7,MORTGAGE,22248,DEBT_CONSOLIDATION,17.3,10,1,7450.0,1087.371,0.1459558389261745,0
CL_00383,39,51200.0,13,MORTGAGE,16143,MEDICAL,13.79,11,0,4266.666666666667,765.3799875,0.1793859345703125,0
CL_00384,24,22800.0,18,RENT,24057,MEDICAL,15.64,9,0,1900.0,1159.14645,0.6100770789473684,0
CL_00385,55,35000.0,18,MORTGAGE,9481,VENTURE,6.35,5,1,2916.6666666666665,420.12681249999997,0.14404347857142857,0
CL_00386,69,13300.0,11,OWN,33700,PERSONAL,15.73,6,0,1108.3333333333333,1625.0420833333335,1.4662033834586468,0
CL_00387,37,40700.0,8,MORTGAGE,7243,DEBT_CONSOLIDATION,14.21,3,0,3391.6666666666665,344.67626250000006,0.10162445085995088,0
CL_00388,64,24100.0,13,MORTGAGE,16744,EDUCATION,9.97,13,0,2008.3333333333333,767.2240333333333,0.382020265560166,0
CL_00389,48,18600.0,5,MORTGAGE,25970,EDUCATION,15.28,6,0,1550.0,1247.4256666666668,0.8047907526881721,0
CL_00390,50,90500.0,14,MORTGAGE,1375,PERSONAL,14.68,11,0,7541.666666666667,65.70208333333333,0.008711878453038674,0
CL_00391,49,67400.0,12,RENT,22261,EDUCATION,13.99,29,0,5616.666666666667,1057.3047458333333,0.1882441683976261,0
CL_00392,66,66300.0,6,OWN,19523,MEDICAL,7.74,16,1,5525.0,876.4200083333332,0.15862805580693812,0
CL_00393,73,58100.0,10,OWN,19358,VENTURE,9.44,11,0,4841.666666666667,882.7248,0.18231837521514627,0
CL_00394,26,17300.0,9,RENT,5501,DEBT_CONSOLIDATION,19.87,10,0,1441.6666666666667,274.75202916666666,0.19057944219653178,0
CL_00395,55,28600.0,0,MORTGAGE,23548,DEBT_CONSOLIDATION,11.5,16,0,2383.3333333333335,1094.0008333333333,0.4590213286713286,1
CL_00396,61,29600.0,6,MORTGAGE,23546,MEDICAL,5.89,24,0,2466.6666666666665,1038.8691416666666,0.4211631655405405,0
CL_00397,57,13000.0,17,RENT,27776,PERSONAL,18.49,14,0,1083.3333333333333,1371.3242666666667,1.2658377846153848,1
CL_00398,44,26000.0,2,RENT,31571,VENTURE,7.59,16,0,2166.6666666666665,1415.3016208333336,0.6532161326923078,1
CL_00399,49,26200.0,8,RENT,25988,EDUCATION,11.05,26,1,2183.3333333333335,1202.4864166666669,0.5507571374045802,1
CL_00400,69,39200.0,4,OWN,7345,DEBT_CONSOLIDATION,9.17,17,0,3266.6666666666665,334.1056875,0.10227725127551021,0
CL_00401,66,165900.0,12,RENT,15474,DEBT_CONSOLIDATION,19.46,26,1,13825.0,770.21835,0.05571199638336347,0
CL_00402,73,35900.0,15,RENT,23662,PERSONAL,10.67,24,0,2991.6666666666665,1091.113975,0.3647177632311978,0
CL_00403,51,39200.0,15,RENT,16271,VENTURE,15.63,8,0,3266.6666666666665,783.9232208333333,0.2399764961734694,0
CL_00404,55,31300.0,11,MORTGAGE,18762,EDUCATION,13.98,23,0,2608.3333333333335,891.03865,0.3416122619808306,0
CL_00405,53,56500.0,17,OWN,24519,DEBT_CONSOLIDATION,5.64,4,0,4708.333333333333,1079.2446499999999,0.22922010265486725,1
CL_00406,72,19100.0,10,MORTGAGE,33022,DEBT_CONSOLIDATION,10.76,17,0,1591.6666666666667,1523.9652999999998,0.9574651099476439,1
CL_00407,41,113300.0,16,RENT,1710,EDUCATION,10.85,10,1,9441.666666666666,78.980625,0.008365114739629304,0
CL_00408,52,33700.0,6,MORTGAGE,29026,VENTURE,19.85,2,0,2808.3333333333335,1449.485875,0.5161374035608308,0
CL_00409,43,28600.0,14,MORTGAGE,24845,VENTURE,17.18,12,1,2383.3333333333335,1213.057125,0.5089750174825175,1
CL_00410,53,65000.0,5,MORTGAGE,5892,VENTURE,17.85,29,0,5416.666666666667,289.32175,0.053413246153846156,0
CL_00411,23,21300.0,5,MORTGAGE,18114,DEBT_CONSOLIDATION,9.7,26,0,1775.0,827.9607500000001,0.4664567605633803,0
CL_00412,38,55900.0,17,RENT,23804,MEDICAL,9.94,19,0,4658.333333333333,1090.4215666666666,0.23407976386404294,0
CL_00413,45,84400.0,18,RENT,18851,DEBT_CONSOLIDATION,12.73,21,0,7033.333333333333,885.4471791666666,0.12589296386255924,1
CL_00414,62,31400.0,19,RENT,17613,PERSONAL,14.47,19,0,2616.6666666666665,840.0667125,0.32104460350318476,0
